,MAC,nbAPConnected,coToAdmin,coToAcademic,coToSocial,coToLibrary,coToResidential,only Academic or Admin,is Night,is Weekend
1742,00022d68834c,0,0,0,0,0,0,1,0.0,0.0
1743,0030659ccb0e,0,0,0,0,0,0,1,0.0,0.0
1744,00022daa86e9,0,0,0,0,0,0,1,0.0,0.0
1745,0005027888e4,0,0,0,0,0,0,1,0.0,0.0
1746,000502e86ee0,0,0,0,0,0,0,1,0.0,0.0
1747,00022d545606,0,0,0,0,0,0,1,0.0,0.0
1748,00022dd527b0,0,0,0,0,0,0,1,0.0,0.0
1749,00601d56cf80,0,0,0,0,0,0,1,0.0,0.0
1750,00022d584f86,0,0,0,0,0,0,1,0.0,0.0
1751,00022d43e4d8,0,0,0,0,0,0,1,0.0,0.0
1752,00045ac4c79f,0,0,0,0,0,0,1,0.0,0.0
1753,003065c11935,0,0,0,0,0,0,1,0.0,0.0
1754,00055d40d851,0,0,0,0,0,0,1,0.0,0.0
1755,00306564c4a5,0,0,0,0,0,0,1,0.0,0.0
1756,0001034ded3b,0,0,0,0,0,0,1,0.0,0.0
1757,00022d6f050e,0,0,0,0,0,0,1,0.0,0.0
1758,003065d91689,0,0,0,0,0,0,1,0.0,0.0
1759,00022df22592,0,0,0,0,0,0,1,0.0,0.0
1760,00045a477d72,0,0,0,0,0,0,1,0.0,0.0
1761,0040966c3ca5,0,0,0,0,0,0,1,0.0,0.0
1762,0020e06a4346,0,0,0,0,0,0,1,0.0,0.0
1763,00022d939fce,0,0,0,0,0,0,1,0.0,0.0
1764,00055d987edd,0,0,0,0,0,0,1,0.0,0.0
1765,00022d12b72d,0,0,0,0,0,0,1,0.0,0.0
1766,003065b76821,0,0,0,0,0,0,1,0.0,0.0
1767,004096b33293,0,0,0,0,0,0,1,0.0,0.0
1768,00070ec471ed,0,0,0,0,0,0,1,0.0,0.0
1769,00022d75c935,0,0,0,0,0,0,1,0.0,0.0
1770,00022d019abf,0,0,0,0,0,0,1,0.0,0.0
1771,0040af313784,0,0,0,0,0,0,1,0.0,0.0
1772,003065cae7f3,0,0,0,0,0,0,1,0.0,0.0
1773,00022dc4d4c3,0,0,0,0,0,0,1,0.0,0.0
1774,00022d128669,0,0,0,0,0,0,1,0.0,0.0
1775,00022d2dbc51,0,0,0,0,0,0,1,0.0,0.0
1776,00022dcc4a1e,0,0,0,0,0,0,1,0.0,0.0
1777,00022d61ec5a,0,0,0,0,0,0,1,0.0,0.0
1778,003065a0fdad,0,0,0,0,0,0,1,0.0,0.0
1779,00022dba8871,0,0,0,0,0,0,1,0.0,0.0
1780,0030653e4643,0,0,0,0,0,0,1,0.0,0.0
1781,00070e7b0d52,0,0,0,0,0,0,1,0.0,0.0
1782,0030651abf9c,0,0,0,0,0,0,1,0.0,0.0
1783,00022da7cd4d,0,0,0,0,0,0,1,0.0,0.0
1784,00022d35881f,0,0,0,0,0,0,1,0.0,0.0
1785,003065c356f6,0,0,0,0,0,0,1,0.0,0.0
1786,00070e06423a,0,0,0,0,0,0,1,0.0,0.0
1787,0000c5ae77c7,0,0,0,0,0,0,1,0.0,0.0
1788,00022d0273a9,0,0,0,0,0,0,1,0.0,0.0
1789,00022d98bdc0,0,0,0,0,0,0,1,0.0,0.0
1790,00022d8ea99e,0,0,0,0,0,0,1,0.0,0.0
1791,00022d360b25,0,0,0,0,0,0,1,0.0,0.0
1792,00601d521ecf,0,0,0,0,0,0,1,0.0,0.0
1793,00022d6af6f9,0,0,0,0,0,0,1,0.0,0.0
1794,00022dbe5243,0,0,0,0,0,0,1,0.0,0.0
1795,0040964ac3d5,0,0,0,0,0,0,1,0.0,0.0
1796,00022d41961d,0,0,0,0,0,0,1,0.0,0.0
1797,00022d9cf55f,0,0,0,0,0,0,1,0.0,0.0
1798,00055dcfa9aa,0,0,0,0,0,0,1,0.0,0.0
1799,004096a748db,0,0,0,0,0,0,1,0.0,0.0
1800,00070ed1e29e,0,0,0,0,0,0,1,0.0,0.0
1801,0030657de140,0,0,0,0,0,0,1,0.0,0.0
1802,003065b4302a,0,0,0,0,0,0,1,0.0,0.0
1803,00022d9be819,0,0,0,0,0,0,1,0.0,0.0
1804,003065b0eefb,0,0,0,0,0,0,1,0.0,0.0
1805,0020e0448ebb,0,0,0,0,0,0,1,0.0,0.0
1806,00070e61d72c,0,0,0,0,0,0,1,0.0,0.0
1807,00022d2d6747,0,0,0,0,0,0,1,0.0,0.0
1808,00022de3f272,0,0,0,0,0,0,1,0.0,0.0
1809,00022d383fb3,0,0,0,0,0,0,1,0.0,0.0
1810,000625f7a0d6,0,0,0,0,0,0,1,0.0,0.0
1811,00022d554b11,0,0,0,0,0,0,1,0.0,0.0
1812,00022d66d36b,0,0,0,0,0,0,1,0.0,0.0
1813,00022d472f2f,0,0,0,0,0,0,1,0.0,0.0
1814,0040966db8ae,0,0,0,0,0,0,1,0.0,0.0
1815,003065fe0453,0,0,0,0,0,0,1,0.0,0.0
1816,0000c53bbb4b,0,0,0,0,0,0,1,0.0,0.0
1817,00022dee8a63,0,0,0,0,0,0,1,0.0,0.0
1818,0020e04eeaed,0,0,0,0,0,0,1,0.0,0.0
1819,003065d5ca91,0,0,0,0,0,0,1,0.0,0.0
1820,0020e05bd758,0,0,0,0,0,0,1,0.0,0.0
1821,00070e9c5b18,0,0,0,0,0,0,1,0.0,0.0
1822,00070e525b4a,0,0,0,0,0,0,1,0.0,0.0
1823,00022ddac983,0,0,0,0,0,0,1,0.0,0.0
1824,00306563d0c0,0,0,0,0,0,0,1,0.0,0.0
1825,00601dd1500f,0,0,0,0,0,0,1,0.0,0.0
1826,080046fb571c,0,0,0,0,0,0,1,0.0,0.0
1827,00022d60b42d,0,0,0,0,0,0,1,0.0,0.0
1828,00022d1afe63,0,0,0,0,0,0,1,0.0,0.0
1829,003065a988b6,0,0,0,0,0,0,1,0.0,0.0
1830,003065f7c29b,0,0,0,0,0,0,1,0.0,0.0
1831,00601dd7a585,0,0,0,0,0,0,1,0.0,0.0
1832,0030653edd17,0,0,0,0,0,0,1,0.0,0.0
1833,00022d519d55,0,0,0,0,0,0,1,0.0,0.0
1834,00022d6cb23f,0,0,0,0,0,0,1,0.0,0.0
1835,00022dbd0cdc,0,0,0,0,0,0,1,0.0,0.0
1836,00022d261ee4,0,0,0,0,0,0,1,0.0,0.0
1837,00070eb301ae,0,0,0,0,0,0,1,0.0,0.0
1838,00045a3777aa,0,0,0,0,0,0,1,0.0,0.0
1839,003065de52d3,0,0,0,0,0,0,1,0.0,0.0
1840,0030654b66b2,0,0,0,0,0,0,1,0.0,0.0
1841,00022d2b6dc1,0,0,0,0,0,0,1,0.0,0.0
1842,00022d906b31,0,0,0,0,0,0,1,0.0,0.0
1843,003065dd2171,0,0,0,0,0,0,1,0.0,0.0
1844,003065414bd4,0,0,0,0,0,0,1,0.0,0.0
1845,00022d63eb6a,0,0,0,0,0,0,1,0.0,0.0
1846,00022df99100,0,0,0,0,0,0,1,0.0,0.0
1847,000750efbf58,0,0,0,0,0,0,1,0.0,0.0
1848,0030650ebe0b,0,0,0,0,0,0,1,0.0,0.0
1849,00022d78bb43,0,0,0,0,0,0,1,0.0,0.0
1850,0030651d399e,0,0,0,0,0,0,1,0.0,0.0
1851,00032fcdf49b,0,0,0,0,0,0,1,0.0,0.0
1852,00022d4541a7,0,0,0,0,0,0,1,0.0,0.0
1853,00022d0c1e26,0,0,0,0,0,0,1,0.0,0.0
1854,00045abfa27c,0,0,0,0,0,0,1,0.0,0.0
1855,0030658d1baa,0,0,0,0,0,0,1,0.0,0.0
1856,00022da4f596,0,0,0,0,0,0,1,0.0,0.0
1857,0020e0423ec7,0,0,0,0,0,0,1,0.0,0.0
1858,003065afa8a0,0,0,0,0,0,0,1,0.0,0.0
1859,00306569a383,0,0,0,0,0,0,1,0.0,0.0
1860,0030653a547f,0,0,0,0,0,0,1,0.0,0.0
1861,003065c570c2,0,0,0,0,0,0,1,0.0,0.0
1862,00409635d4fd,0,0,0,0,0,0,1,0.0,0.0
1863,0030655d0618,0,0,0,0,0,0,1,0.0,0.0
1864,00022d52770a,0,0,0,0,0,0,1,0.0,0.0
1865,00306579f613,0,0,0,0,0,0,1,0.0,0.0
1866,000750affe09,0,0,0,0,0,0,1,0.0,0.0
1867,00022d00a3f5,0,0,0,0,0,0,1,0.0,0.0
1868,003065a30eea,0,0,0,0,0,0,1,0.0,0.0
1869,00022dcdf42f,0,0,0,0,0,0,1,0.0,0.0
1870,00022d3ab597,0,0,0,0,0,0,1,0.0,0.0
1871,00601d5a1443,0,0,0,0,0,0,1,0.0,0.0
1872,00022df5b3ae,0,0,0,0,0,0,1,0.0,0.0
1873,000750a10062,0,0,0,0,0,0,1,0.0,0.0
1874,00022df1a6e8,0,0,0,0,0,0,1,0.0,0.0
1875,00022dcea23a,0,0,0,0,0,0,1,0.0,0.0
1876,000750ef4e3c,0,0,0,0,0,0,1,0.0,0.0
1877,0030654e480d,0,0,0,0,0,0,1,0.0,0.0
1878,00601de0cd77,0,0,0,0,0,0,1,0.0,0.0
1879,0030654946a7,0,0,0,0,0,0,1,0.0,0.0
1880,00022de5ab7c,0,0,0,0,0,0,1,0.0,0.0
1881,003065b259e0,0,0,0,0,0,0,1,0.0,0.0
1882,0020e0dc6173,0,0,0,0,0,0,1,0.0,0.0
1883,00045a0a8b39,0,0,0,0,0,0,1,0.0,0.0
1884,0030655ebb56,0,0,0,0,0,0,1,0.0,0.0
1885,00022df7ce5d,0,0,0,0,0,0,1,0.0,0.0
1886,003065d0a8fd,0,0,0,0,0,0,1,0.0,0.0
1887,003065ab5c7e,0,0,0,0,0,0,1,0.0,0.0
1888,00022d4511da,0,0,0,0,0,0,1,0.0,0.0
1889,00022d2997c6,0,0,0,0,0,0,1,0.0,0.0
1890,000750ddc4d2,0,0,0,0,0,0,1,0.0,0.0
1891,00022df6a486,0,0,0,0,0,0,1,0.0,0.0
1892,00306500dc28,0,0,0,0,0,0,1,0.0,0.0
1893,003065d682b8,0,0,0,0,0,0,1,0.0,0.0
1894,0030654d8615,0,0,0,0,0,0,1,0.0,0.0
1895,0040960a6595,0,0,0,0,0,0,1,0.0,0.0
1896,0050dad80267,0,0,0,0,0,0,1,0.0,0.0
1897,00022d61c625,0,0,0,0,0,0,1,0.0,0.0
1898,003065f9b068,0,0,0,0,0,0,1,0.0,0.0
1899,00306527f6b3,0,0,0,0,0,0,1,0.0,0.0
1900,00022d321575,0,0,0,0,0,0,1,0.0,0.0
1901,003065f909b0,0,0,0,0,0,0,1,0.0,0.0
1902,00022d124aa1,0,0,0,0,0,0,1,0.0,0.0
1903,00022d6f52a8,0,0,0,0,0,0,1,0.0,0.0
1904,000750eb25de,0,0,0,0,0,0,1,0.0,0.0
1905,00601dbd9a2c,0,0,0,0,0,0,1,0.0,0.0
1906,00409698b522,0,0,0,0,0,0,1,0.0,0.0
1907,003065aed1f5,0,0,0,0,0,0,1,0.0,0.0
1908,003065a2006a,0,0,0,0,0,0,1,0.0,0.0
1909,003065468e2f,0,0,0,0,0,0,1,0.0,0.0
1910,0030651b9b74,0,0,0,0,0,0,1,0.0,0.0
1911,0030658e5ed6,0,0,0,0,0,0,1,0.0,0.0
1912,0030657c109a,0,0,0,0,0,0,1,0.0,0.0
1913,0020e07a5eb0,0,0,0,0,0,0,1,0.0,0.0
1914,00022d367aff,0,0,0,0,0,0,1,0.0,0.0
1915,004096c27d2b,0,0,0,0,0,0,1,0.0,0.0
